B_ALL_1_o(all T),B_ALL_2_o(all C),B_ALL_5(all T),B_ALL_PREC_2_o(all T),B_PREC_ALL_2(all T),B_PREC_ALL_4(all T),B_PREC_ALL_5(all T),T_B_ALL_1(all C),T_B_ALL_1_o(C-2),T_B_ALL_2_o(all C),T_B_ALL_3_o(C-2)
0.057538385,0.027194392,0.016651546,0.28237883,0.241840451,0.164670397,0.256809585,0.040504901,0.007390317,0.010071988,0.059406074
